state,time,commodity,country,total_import_values
New York,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"591,191,286"
New York,2015,324 Petroleum & Coal Products,World Total,"1,263,899,856"
New York,2015,325 Chemicals,World Total,"8,376,907,919"
New York,2015,326 Plastics & Rubber Products,World Total,"2,201,230,786"
New York,2015,327 Nonmetallic Mineral Products,World Total,"1,333,026,523"
New York,2015,331 Primary Metal Mfg,World Total,"8,843,765,851"
New York,2015,"332 Fabricated Metal Products, Nesoi",World Total,"2,927,574,664"
New York,2015,"333 Machinery, Except Electrical",World Total,"5,775,388,635"
New York,2015,334 Computer & Electronic Products,World Total,"8,685,195,231"
New York,2015,"335 Electrical Equipment, Appliances & Components",World Total,"3,084,115,595"
New York,2015,336 Transportation Equipment,World Total,"3,660,838,663"
New York,2015,337 Furniture & Fixtures,World Total,"1,788,364,959"
New York,2015,339 Miscellaneous Manufactured Commodities,World Total,"31,384,711,118"
New York,2015,910 Waste And Scrap,World Total,"492,880,706"
New York,2015,930 Used Or Second-hand Merchandise,World Total,"8,739,588,747"
New York,2015,980 Goods Returned (exports For Canada Only),World Total,"8,601,885,158"
New York,2015,990 Other Special Classification Provisions,World Total,"624,873,042"
New York,2016,111 Agricultural Products,World Total,"1,813,266,098"
New York,2016,112 Livestock & Livestock Products,World Total,"492,643,453"
New York,2016,"113 Forestry Products, Nesoi",World Total,"76,084,235"
New York,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"1,010,559,171"
New York,2016,211 Oil & Gas,World Total,"1,350,868,584"
New York,2016,212 Minerals & Ores,World Total,"78,613,916"
New York,2016,311 Food & Kindred Products,World Total,"4,237,786,673"
New York,2016,312 Beverages & Tobacco Products,World Total,"2,912,975,295"
New York,2016,313 Textiles & Fabrics,World Total,"858,146,307"
New York,2016,314 Textile Mill Products,World Total,"1,609,700,546"
New York,2016,315 Apparel & Accessories,World Total,"11,632,918,323"
New York,2016,316 Leather & Allied Products,World Total,"3,768,622,925"
New York,2016,321 Wood Products,World Total,"886,615,078"
New York,2016,322 Paper,World Total,"1,690,326,797"
New York,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"528,831,504"
New York,2016,324 Petroleum & Coal Products,World Total,"796,849,131"
New York,2016,325 Chemicals,World Total,"7,254,658,219"
New York,2016,326 Plastics & Rubber Products,World Total,"2,152,659,062"
New York,2016,327 Nonmetallic Mineral Products,World Total,"1,316,599,280"
New York,2016,331 Primary Metal Mfg,World Total,"12,299,818,376"
New York,2016,"332 Fabricated Metal Products, Nesoi",World Total,"3,003,972,518"
New York,2016,"333 Machinery, Except Electrical",World Total,"5,191,900,329"
New York,2016,334 Computer & Electronic Products,World Total,"7,322,135,914"
New York,2016,"335 Electrical Equipment, Appliances & Components",World Total,"3,142,829,634"
New York,2016,336 Transportation Equipment,World Total,"3,363,182,393"
New York,2016,337 Furniture & Fixtures,World Total,"1,814,505,592"
New York,2016,339 Miscellaneous Manufactured Commodities,World Total,"32,621,814,165"
New York,2016,910 Waste And Scrap,World Total,"428,261,992"
New York,2016,930 Used Or Second-hand Merchandise,World Total,"7,373,615,740"
New York,2016,980 Goods Returned (exports For Canada Only),World Total,"8,418,731,299"
New York,2016,990 Other Special Classification Provisions,World Total,"621,797,800"
New York,2017,111 Agricultural Products,World Total,"1,836,212,522"
New York,2017,112 Livestock & Livestock Products,World Total,"620,749,407"
New York,2017,"113 Forestry Products, Nesoi",World Total,"100,618,969"
New York,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"1,010,697,617"
New York,2017,211 Oil & Gas,World Total,"1,490,322,328"
New York,2017,212 Minerals & Ores,World Total,"113,723,245"
New York,2017,311 Food & Kindred Products,World Total,"4,327,294,179"
New York,2017,312 Beverages & Tobacco Products,World Total,"3,140,013,987"
New York,2017,313 Textiles & Fabrics,World Total,"823,735,402"
New York,2017,314 Textile Mill Products,World Total,"1,612,026,761"
New York,2017,315 Apparel & Accessories,World Total,"10,740,008,613"
New York,2017,316 Leather & Allied Products,World Total,"3,307,467,348"
New York,2017,321 Wood Products,World Total,"885,762,431"
New York,2017,322 Paper,World Total,"1,755,688,997"
New York,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"547,888,014"
New York,2017,324 Petroleum & Coal Products,World Total,"861,712,733"
New York,2017,325 Chemicals,World Total,"7,929,537,947"
New York,2017,326 Plastics & Rubber Products,World Total,"2,198,245,484"
New York,2017,327 Nonmetallic Mineral Products,World Total,"1,320,891,606"
New York,2017,331 Primary Metal Mfg,World Total,"7,779,723,758"
New York,2017,"332 Fabricated Metal Products, Nesoi",World Total,"2,836,676,438"
New York,2017,"333 Machinery, Except Electrical",World Total,"5,654,527,750"
New York,2017,334 Computer & Electronic Products,World Total,"7,736,273,586"
New York,2017,"335 Electrical Equipment, Appliances & Components",World Total,"3,474,990,608"
New York,2017,336 Transportation Equipment,World Total,"3,767,806,989"
New York,2017,337 Furniture & Fixtures,World Total,"1,731,230,354"
New York,2017,339 Miscellaneous Manufactured Commodities,World Total,"31,483,315,147"
New York,2017,910 Waste And Scrap,World Total,"653,724,479"
New York,2017,930 Used Or Second-hand Merchandise,World Total,"7,243,570,401"
New York,2017,980 Goods Returned (exports For Canada Only),World Total,"8,780,172,321"
New York,2017,990 Other Special Classification Provisions,World Total,"858,211,982"
New York,2018,111 Agricultural Products,World Total,"1,776,559,092"
New York,2018,112 Livestock & Livestock Products,World Total,"586,643,465"
New York,2018,"113 Forestry Products, Nesoi",World Total,"116,702,340"
New York,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"976,047,016"
New York,2018,211 Oil & Gas,World Total,"1,300,874,455"
New York,2018,212 Minerals & Ores,World Total,"122,951,657"
New York,2018,311 Food & Kindred Products,World Total,"4,248,789,144"
New York,2018,312 Beverages & Tobacco Products,World Total,"3,490,932,855"
New York,2018,313 Textiles & Fabrics,World Total,"821,497,895"
New York,2018,314 Textile Mill Products,World Total,"1,731,840,632"
New York,2018,315 Apparel & Accessories,World Total,"11,183,157,147"
New York,2018,316 Leather & Allied Products,World Total,"3,667,326,657"
New York,2018,321 Wood Products,World Total,"946,829,189"
New York,2018,322 Paper,World Total,"1,960,613,653"
New York,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"569,383,674"
New York,2018,324 Petroleum & Coal Products,World Total,"1,005,910,223"
New York,2018,325 Chemicals,World Total,"8,648,624,156"
New York,2018,326 Plastics & Rubber Products,World Total,"2,403,395,236"
New York,2018,327 Nonmetallic Mineral Products,World Total,"1,480,113,128"
New York,2018,331 Primary Metal Mfg,World Total,"8,732,363,350"
New York,2018,"332 Fabricated Metal Products, Nesoi",World Total,"3,062,701,348"
New York,2018,"333 Machinery, Except Electrical",World Total,"6,353,859,706"
New York,2018,334 Computer & Electronic Products,World Total,"10,036,445,396"
New York,2018,"335 Electrical Equipment, Appliances & Components",World Total,"4,224,735,801"
New York,2018,336 Transportation Equipment,World Total,"3,109,660,727"
New York,2018,337 Furniture & Fixtures,World Total,"2,192,622,790"
New York,2018,339 Miscellaneous Manufactured Commodities,World Total,"32,935,439,948"
New York,2018,910 Waste And Scrap,World Total,"752,363,192"
New York,2018,930 Used Or Second-hand Merchandise,World Total,"8,262,569,126"
New York,2018,980 Goods Returned (exports For Canada Only),World Total,"9,814,581,612"
New York,2018,990 Other Special Classification Provisions,World Total,"617,821,266"
North Carolina,2014,111 Agricultural Products,World Total,"731,469,210"
North Carolina,2014,112 Livestock & Livestock Products,World Total,"94,004,861"
North Carolina,2014,"113 Forestry Products, Nesoi",World Total,"184,976,205"
North Carolina,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"46,052,003"
North Carolina,2014,211 Oil & Gas,World Total,"168,319"
North Carolina,2014,212 Minerals & Ores,World Total,"53,963,634"
North Carolina,2014,311 Food & Kindred Products,World Total,"367,555,724"
North Carolina,2014,312 Beverages & Tobacco Products,World Total,"87,362,036"
North Carolina,2014,313 Textiles & Fabrics,World Total,"744,514,665"
North Carolina,2014,314 Textile Mill Products,World Total,"574,049,236"
North Carolina,2014,315 Apparel & Accessories,World Total,"6,551,094,315"
North Carolina,2014,316 Leather & Allied Products,World Total,"620,464,642"
North Carolina,2014,321 Wood Products,World Total,"602,187,075"
North Carolina,2014,322 Paper,World Total,"666,980,975"
North Carolina,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"134,048,506"
North Carolina,2014,324 Petroleum & Coal Products,World Total,"103,333,187"
North Carolina,2014,325 Chemicals,World Total,"10,102,312,116"
North Carolina,2014,326 Plastics & Rubber Products,World Total,"1,738,432,865"
North Carolina,2014,327 Nonmetallic Mineral Products,World Total,"461,487,497"
North Carolina,2014,331 Primary Metal Mfg,World Total,"1,014,853,573"
North Carolina,2014,"332 Fabricated Metal Products, Nesoi",World Total,"2,658,774,888"
North Carolina,2014,"333 Machinery, Except Electrical",World Total,"5,863,768,355"
North Carolina,2014,334 Computer & Electronic Products,World Total,"7,426,758,886"
North Carolina,2014,"335 Electrical Equipment, Appliances & Components",World Total,"3,126,379,655"
North Carolina,2014,336 Transportation Equipment,World Total,"4,685,264,417"
North Carolina,2014,337 Furniture & Fixtures,World Total,"1,574,935,859"
North Carolina,2014,339 Miscellaneous Manufactured Commodities,World Total,"1,642,527,313"
North Carolina,2014,910 Waste And Scrap,World Total,"94,421,222"
North Carolina,2014,930 Used Or Second-hand Merchandise,World Total,"57,956,258"
North Carolina,2014,980 Goods Returned (exports For Canada Only),World Total,"906,246,973"
North Carolina,2014,990 Other Special Classification Provisions,World Total,"8,456,257"
North Carolina,2015,111 Agricultural Products,World Total,"635,574,570"
North Carolina,2015,112 Livestock & Livestock Products,World Total,"85,108,938"
North Carolina,2015,"113 Forestry Products, Nesoi",World Total,"142,280,375"
North Carolina,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"68,452,505"
North Carolina,2015,211 Oil & Gas,World Total,"616,399"
North Carolina,2015,212 Minerals & Ores,World Total,"64,097,021"
North Carolina,2015,311 Food & Kindred Products,World Total,"352,048,160"
North Carolina,2015,312 Beverages & Tobacco Products,World Total,"94,917,448"
North Carolina,2015,313 Textiles & Fabrics,World Total,"846,298,519"
North Carolina,2015,314 Textile Mill Products,World Total,"531,155,460"
North Carolina,2015,315 Apparel & Accessories,World Total,"7,111,964,576"
North Carolina,2015,316 Leather & Allied Products,World Total,"628,110,787"
North Carolina,2015,321 Wood Products,World Total,"601,326,113"
North Carolina,2015,322 Paper,World Total,"656,278,214"
North Carolina,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"92,283,558"
North Carolina,2015,324 Petroleum & Coal Products,World Total,"63,451,984"
North Carolina,2015,325 Chemicals,World Total,"8,890,279,894"
North Carolina,2015,326 Plastics & Rubber Products,World Total,"1,659,260,252"
North Carolina,2015,327 Nonmetallic Mineral Products,World Total,"447,854,836"
North Carolina,2015,331 Primary Metal Mfg,World Total,"919,904,712"
North Carolina,2015,"332 Fabricated Metal Products, Nesoi",World Total,"2,743,252,015"
North Carolina,2015,"333 Machinery, Except Electrical",World Total,"5,918,508,025"
North Carolina,2015,334 Computer & Electronic Products,World Total,"5,507,962,159"
North Carolina,2015,"335 Electrical Equipment, Appliances & Components",World Total,"3,133,400,016"
North Carolina,2015,336 Transportation Equipment,World Total,"4,654,984,440"
North Carolina,2015,337 Furniture & Fixtures,World Total,"1,711,818,750"
North Carolina,2015,339 Miscellaneous Manufactured Commodities,World Total,"1,725,129,045"
North Carolina,2015,910 Waste And Scrap,World Total,"68,640,779"
North Carolina,2015,930 Used Or Second-hand Merchandise,World Total,"56,369,384"
North Carolina,2015,980 Goods Returned (exports For Canada Only),World Total,"1,910,647,900"
North Carolina,2015,990 Other Special Classification Provisions,World Total,"7,854,384"
North Carolina,2016,111 Agricultural Products,World Total,"709,367,460"
North Carolina,2016,112 Livestock & Livestock Products,World Total,"60,855,839"
North Carolina,2016,"113 Forestry Products, Nesoi",World Total,"110,969,049"
North Carolina,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"83,305,336"
North Carolina,2016,211 Oil & Gas,World Total,"1,999,676"
North Carolina,2016,212 Minerals & Ores,World Total,"83,109,273"
North Carolina,2016,311 Food & Kindred Products,World Total,"411,981,263"
North Carolina,2016,312 Beverages & Tobacco Products,World Total,"110,012,454"
North Carolina,2016,313 Textiles & Fabrics,World Total,"771,772,373"
North Carolina,2016,314 Textile Mill Products,World Total,"478,453,440"
North Carolina,2016,315 Apparel & Accessories,World Total,"6,820,279,021"
North Carolina,2016,316 Leather & Allied Products,World Total,"552,324,789"
North Carolina,2016,321 Wood Products,World Total,"553,509,516"
North Carolina,2016,322 Paper,World Total,"462,611,869"
North Carolina,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"81,329,378"
North Carolina,2016,324 Petroleum & Coal Products,World Total,"55,929,019"
North Carolina,2016,325 Chemicals,World Total,"7,734,824,818"
North Carolina,2016,326 Plastics & Rubber Products,World Total,"1,725,375,901"
North Carolina,2016,327 Nonmetallic Mineral Products,World Total,"466,056,960"
North Carolina,2016,331 Primary Metal Mfg,World Total,"770,694,765"
North Carolina,2016,"332 Fabricated Metal Products, Nesoi",World Total,"2,796,624,031"
North Carolina,2016,"333 Machinery, Except Electrical",World Total,"5,179,478,938"
North Carolina,2016,334 Computer & Electronic Products,World Total,"4,887,091,875"
North Carolina,2016,"335 Electrical Equipment, Appliances & Components",World Total,"3,299,820,616"
North Carolina,2016,336 Transportation Equipment,World Total,"3,608,375,562"
North Carolina,2016,337 Furniture & Fixtures,World Total,"1,697,888,098"
North Carolina,2016,339 Miscellaneous Manufactured Commodities,World Total,"1,906,977,681"
North Carolina,2016,910 Waste And Scrap,World Total,"49,780,171"
North Carolina,2016,930 Used Or Second-hand Merchandise,World Total,"39,921,248"
North Carolina,2016,980 Goods Returned (exports For Canada Only),World Total,"1,533,118,443"
North Carolina,2016,990 Other Special Classification Provisions,World Total,"8,507,798"
North Carolina,2017,111 Agricultural Products,World Total,"651,133,459"
North Carolina,2017,112 Livestock & Livestock Products,World Total,"57,572,456"
North Carolina,2017,"113 Forestry Products, Nesoi",World Total,"107,167,761"
North Carolina,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"71,586,939"
North Carolina,2017,211 Oil & Gas,World Total,"5,632,664"
North Carolina,2017,212 Minerals & Ores,World Total,"106,178,882"
North Carolina,2017,311 Food & Kindred Products,World Total,"360,900,166"
North Carolina,2017,312 Beverages & Tobacco Products,World Total,"109,523,614"
North Carolina,2017,313 Textiles & Fabrics,World Total,"764,532,183"
North Carolina,2017,314 Textile Mill Products,World Total,"484,435,923"
North Carolina,2017,315 Apparel & Accessories,World Total,"6,028,987,937"
North Carolina,2017,316 Leather & Allied Products,World Total,"520,775,283"
North Carolina,2017,321 Wood Products,World Total,"619,462,288"
North Carolina,2017,322 Paper,World Total,"460,254,193"
North Carolina,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"91,012,604"
North Carolina,2017,324 Petroleum & Coal Products,World Total,"84,197,946"
North Carolina,2017,325 Chemicals,World Total,"7,475,434,808"
North Carolina,2017,326 Plastics & Rubber Products,World Total,"1,711,191,027"
North Carolina,2017,327 Nonmetallic Mineral Products,World Total,"476,655,055"
North Carolina,2017,331 Primary Metal Mfg,World Total,"808,512,951"
North Carolina,2017,"332 Fabricated Metal Products, Nesoi",World Total,"2,820,741,548"
North Carolina,2017,"333 Machinery, Except Electrical",World Total,"5,801,692,669"
North Carolina,2017,334 Computer & Electronic Products,World Total,"4,969,184,041"
North Carolina,2017,"335 Electrical Equipment, Appliances & Components",World Total,"3,788,678,180"
North Carolina,2017,336 Transportation Equipment,World Total,"4,100,723,301"
North Carolina,2017,337 Furniture & Fixtures,World Total,"1,789,504,706"
North Carolina,2017,339 Miscellaneous Manufactured Commodities,World Total,"1,784,913,553"
North Carolina,2017,910 Waste And Scrap,World Total,"76,388,942"
North Carolina,2017,930 Used Or Second-hand Merchandise,World Total,"22,596,489"
North Carolina,2017,980 Goods Returned (exports For Canada Only),World Total,"1,189,626,779"
North Carolina,2017,990 Other Special Classification Provisions,World Total,"12,889,029"
North Carolina,2018,111 Agricultural Products,World Total,"636,703,458"
North Carolina,2018,112 Livestock & Livestock Products,World Total,"60,287,575"
North Carolina,2018,"113 Forestry Products, Nesoi",World Total,"88,379,053"
North Carolina,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"80,825,991"
North Carolina,2018,211 Oil & Gas,World Total,"5,025,877"
North Carolina,2018,212 Minerals & Ores,World Total,"130,369,592"
North Carolina,2018,311 Food & Kindred Products,World Total,"395,706,470"
North Carolina,2018,312 Beverages & Tobacco Products,World Total,"116,575,936"
North Carolina,2018,313 Textiles & Fabrics,World Total,"827,551,229"
North Carolina,2018,314 Textile Mill Products,World Total,"550,419,677"
North Carolina,2018,315 Apparel & Accessories,World Total,"6,695,065,968"
North Carolina,2018,316 Leather & Allied Products,World Total,"537,581,537"
North Carolina,2018,321 Wood Products,World Total,"624,399,802"
North Carolina,2018,322 Paper,World Total,"429,589,939"
North Carolina,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"86,819,312"
North Carolina,2018,324 Petroleum & Coal Products,World Total,"52,645,028"
North Carolina,2018,325 Chemicals,World Total,"7,681,515,675"
North Carolina,2018,326 Plastics & Rubber Products,World Total,"1,964,928,112"
North Carolina,2018,327 Nonmetallic Mineral Products,World Total,"468,601,972"
North Carolina,2018,331 Primary Metal Mfg,World Total,"837,254,860"
North Carolina,2018,"332 Fabricated Metal Products, Nesoi",World Total,"3,051,635,728"
North Carolina,2018,"333 Machinery, Except Electrical",World Total,"6,734,671,028"
North Carolina,2018,334 Computer & Electronic Products,World Total,"7,268,866,045"
North Carolina,2018,"335 Electrical Equipment, Appliances & Components",World Total,"4,451,471,816"
North Carolina,2018,336 Transportation Equipment,World Total,"4,672,392,249"
North Carolina,2018,337 Furniture & Fixtures,World Total,"1,895,905,793"
North Carolina,2018,339 Miscellaneous Manufactured Commodities,World Total,"2,018,978,580"
North Carolina,2018,910 Waste And Scrap,World Total,"82,866,818"
North Carolina,2018,930 Used Or Second-hand Merchandise,World Total,"21,386,365"
North Carolina,2018,980 Goods Returned (exports For Canada Only),World Total,"942,067,944"
North Carolina,2018,990 Other Special Classification Provisions,World Total,"19,253,723"
North Dakota,2014,111 Agricultural Products,World Total,"900,677,640"
North Dakota,2014,112 Livestock & Livestock Products,World Total,"17,395,433"
North Dakota,2014,"113 Forestry Products, Nesoi",World Total,"337,571"
North Dakota,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"2,868,606"
North Dakota,2014,211 Oil & Gas,World Total,"68,211,859"
North Dakota,2014,212 Minerals & Ores,World Total,"11,147,437"
North Dakota,2014,311 Food & Kindred Products,World Total,"68,416,190"
North Dakota,2014,312 Beverages & Tobacco Products,World Total,"10,141,352"
North Dakota,2014,313 Textiles & Fabrics,World Total,"7,152,054"
North Dakota,2014,314 Textile Mill Products,World Total,"5,830,826"
North Dakota,2014,315 Apparel & Accessories,World Total,"21,813,708"
North Dakota,2014,316 Leather & Allied Products,World Total,"1,419,374"
North Dakota,2014,321 Wood Products,World Total,"39,260,202"
North Dakota,2014,322 Paper,World Total,"12,638,815"
North Dakota,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"4,271,742"
North Dakota,2014,324 Petroleum & Coal Products,World Total,"236,815,232"
North Dakota,2014,325 Chemicals,World Total,"336,959,961"
North Dakota,2014,326 Plastics & Rubber Products,World Total,"45,105,642"
North Dakota,2014,327 Nonmetallic Mineral Products,World Total,"46,540,765"
North Dakota,2014,331 Primary Metal Mfg,World Total,"150,456,133"
North Dakota,2014,"332 Fabricated Metal Products, Nesoi",World Total,"123,663,400"
North Dakota,2014,"333 Machinery, Except Electrical",World Total,"953,269,975"
North Dakota,2014,334 Computer & Electronic Products,World Total,"115,361,597"
North Dakota,2014,"335 Electrical Equipment, Appliances & Components",World Total,"97,180,093"
North Dakota,2014,336 Transportation Equipment,World Total,"216,567,074"
North Dakota,2014,337 Furniture & Fixtures,World Total,"44,445,374"
North Dakota,2014,339 Miscellaneous Manufactured Commodities,World Total,"10,064,709"
North Dakota,2014,910 Waste And Scrap,World Total,"151,417,829"
North Dakota,2014,930 Used Or Second-hand Merchandise,World Total,"2,288,943"
North Dakota,2014,980 Goods Returned (exports For Canada Only),World Total,"122,084,124"
North Dakota,2014,990 Other Special Classification Provisions,World Total,"4,594,515"
North Dakota,2015,111 Agricultural Products,World Total,"563,491,701"
North Dakota,2015,112 Livestock & Livestock Products,World Total,"14,676,675"
North Dakota,2015,"113 Forestry Products, Nesoi",World Total,"372,241"
North Dakota,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"2,582,555"
North Dakota,2015,211 Oil & Gas,World Total,"17,702,363"
North Dakota,2015,212 Minerals & Ores,World Total,"13,064,890"
North Dakota,2015,311 Food & Kindred Products,World Total,"64,620,949"
North Dakota,2015,312 Beverages & Tobacco Products,World Total,"8,115,017"
North Dakota,2015,313 Textiles & Fabrics,World Total,"2,076,055"
North Dakota,2015,314 Textile Mill Products,World Total,"4,971,598"
North Dakota,2015,315 Apparel & Accessories,World Total,"19,760,203"
North Dakota,2015,316 Leather & Allied Products,World Total,"1,309,292"
North Dakota,2015,321 Wood Products,World Total,"37,540,265"
North Dakota,2015,322 Paper,World Total,"11,140,710"
North Dakota,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"3,299,639"
North Dakota,2015,324 Petroleum & Coal Products,World Total,"115,853,482"
North Dakota,2015,325 Chemicals,World Total,"442,764,624"
North Dakota,2015,326 Plastics & Rubber Products,World Total,"32,283,193"
North Dakota,2015,327 Nonmetallic Mineral Products,World Total,"36,483,498"
North Dakota,2015,331 Primary Metal Mfg,World Total,"196,091,246"
North Dakota,2015,"332 Fabricated Metal Products, Nesoi",World Total,"78,124,374"
North Dakota,2015,"333 Machinery, Except Electrical",World Total,"755,356,454"
North Dakota,2015,334 Computer & Electronic Products,World Total,"108,588,890"
North Dakota,2015,"335 Electrical Equipment, Appliances & Components",World Total,"66,714,153"
North Dakota,2015,336 Transportation Equipment,World Total,"248,052,387"
North Dakota,2015,337 Furniture & Fixtures,World Total,"34,834,160"
North Dakota,2015,339 Miscellaneous Manufactured Commodities,World Total,"12,290,553"
North Dakota,2015,910 Waste And Scrap,World Total,"98,187,042"
North Dakota,2015,930 Used Or Second-hand Merchandise,World Total,"7,691,234"
North Dakota,2015,980 Goods Returned (exports For Canada Only),World Total,"136,660,588"
North Dakota,2015,990 Other Special Classification Provisions,World Total,"2,657,770"
North Dakota,2016,111 Agricultural Products,World Total,"332,190,352"
North Dakota,2016,112 Livestock & Livestock Products,World Total,"14,843,685"
North Dakota,2016,"113 Forestry Products, Nesoi",World Total,"566,801"
North Dakota,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"2,782,687"
North Dakota,2016,211 Oil & Gas,World Total,"29,464,340"
North Dakota,2016,212 Minerals & Ores,World Total,"10,865,011"
North Dakota,2016,311 Food & Kindred Products,World Total,"52,458,925"
North Dakota,2016,312 Beverages & Tobacco Products,World Total,"6,468,706"
North Dakota,2016,313 Textiles & Fabrics,World Total,"2,715,931"
North Dakota,2016,314 Textile Mill Products,World Total,"4,930,418"
North Dakota,2016,315 Apparel & Accessories,World Total,"18,272,134"
North Dakota,2016,316 Leather & Allied Products,World Total,"1,487,841"
North Dakota,2016,321 Wood Products,World Total,"48,882,844"
North Dakota,2016,322 Paper,World Total,"12,714,216"
North Dakota,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"3,509,210"
North Dakota,2016,324 Petroleum & Coal Products,World Total,"52,323,780"
North Dakota,2016,325 Chemicals,World Total,"393,996,600"
North Dakota,2016,326 Plastics & Rubber Products,World Total,"33,306,138"
North Dakota,2016,327 Nonmetallic Mineral Products,World Total,"26,212,954"
North Dakota,2016,331 Primary Metal Mfg,World Total,"48,219,580"
North Dakota,2016,"332 Fabricated Metal Products, Nesoi",World Total,"78,110,023"
North Dakota,2016,"333 Machinery, Except Electrical",World Total,"721,477,495"
North Dakota,2016,334 Computer & Electronic Products,World Total,"85,949,041"
North Dakota,2016,"335 Electrical Equipment, Appliances & Components",World Total,"66,271,672"
North Dakota,2016,336 Transportation Equipment,World Total,"230,949,439"
North Dakota,2016,337 Furniture & Fixtures,World Total,"19,687,140"
North Dakota,2016,339 Miscellaneous Manufactured Commodities,World Total,"13,588,754"
North Dakota,2016,910 Waste And Scrap,World Total,"124,292,679"
North Dakota,2016,930 Used Or Second-hand Merchandise,World Total,"5,182,784"
North Dakota,2016,980 Goods Returned (exports For Canada Only),World Total,"116,126,288"
North Dakota,2016,990 Other Special Classification Provisions,World Total,"4,080,201"
North Dakota,2017,111 Agricultural Products,World Total,"375,552,735"
North Dakota,2017,112 Livestock & Livestock Products,World Total,"12,808,255"
North Dakota,2017,"113 Forestry Products, Nesoi",World Total,"603,051"
North Dakota,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"5,664,985"
North Dakota,2017,211 Oil & Gas,World Total,"98,037,668"
North Dakota,2017,212 Minerals & Ores,World Total,"11,854,276"
North Dakota,2017,311 Food & Kindred Products,World Total,"51,691,854"
North Dakota,2017,312 Beverages & Tobacco Products,World Total,"5,901,554"
North Dakota,2017,313 Textiles & Fabrics,World Total,"1,864,911"
North Dakota,2017,314 Textile Mill Products,World Total,"4,187,885"
North Dakota,2017,315 Apparel & Accessories,World Total,"10,034,770"
North Dakota,2017,316 Leather & Allied Products,World Total,"1,833,847"
North Dakota,2017,321 Wood Products,World Total,"35,544,521"
North Dakota,2017,322 Paper,World Total,"12,241,398"
North Dakota,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"3,689,178"
North Dakota,2017,324 Petroleum & Coal Products,World Total,"44,008,470"
North Dakota,2017,325 Chemicals,World Total,"264,489,479"
North Dakota,2017,326 Plastics & Rubber Products,World Total,"38,882,571"
North Dakota,2017,327 Nonmetallic Mineral Products,World Total,"37,369,728"
North Dakota,2017,331 Primary Metal Mfg,World Total,"91,340,531"
North Dakota,2017,"332 Fabricated Metal Products, Nesoi",World Total,"79,454,564"
North Dakota,2017,"333 Machinery, Except Electrical",World Total,"702,634,164"
North Dakota,2017,334 Computer & Electronic Products,World Total,"144,064,678"
North Dakota,2017,"335 Electrical Equipment, Appliances & Components",World Total,"54,550,938"
North Dakota,2017,336 Transportation Equipment,World Total,"264,041,522"
North Dakota,2017,337 Furniture & Fixtures,World Total,"22,492,899"
North Dakota,2017,339 Miscellaneous Manufactured Commodities,World Total,"16,262,358"
North Dakota,2017,910 Waste And Scrap,World Total,"202,466,701"
North Dakota,2017,930 Used Or Second-hand Merchandise,World Total,"3,001,359"
North Dakota,2017,980 Goods Returned (exports For Canada Only),World Total,"128,871,040"
North Dakota,2017,990 Other Special Classification Provisions,World Total,"6,981,240"
North Dakota,2018,111 Agricultural Products,World Total,"353,687,345"
North Dakota,2018,112 Livestock & Livestock Products,World Total,"11,345,206"
North Dakota,2018,"113 Forestry Products, Nesoi",World Total,"282,337"
North Dakota,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"6,144,465"
North Dakota,2018,211 Oil & Gas,World Total,"198,569,969"
North Dakota,2018,212 Minerals & Ores,World Total,"9,870,271"
North Dakota,2018,311 Food & Kindred Products,World Total,"47,324,791"
North Dakota,2018,312 Beverages & Tobacco Products,World Total,"8,205,736"
North Dakota,2018,313 Textiles & Fabrics,World Total,"7,438,655"
North Dakota,2018,314 Textile Mill Products,World Total,"6,461,333"
North Dakota,2018,315 Apparel & Accessories,World Total,"7,739,935"
