state,time,commodity,country,total_import_values
Hawaii,2015,112 Livestock & Livestock Products,World Total,"5,185,919"
Hawaii,2015,"113 Forestry Products, Nesoi",World Total,"76,446"
Hawaii,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"65,489,827"
Hawaii,2015,211 Oil & Gas,World Total,"1,818,743,853"
Hawaii,2015,212 Minerals & Ores,World Total,"63,399,850"
Hawaii,2015,311 Food & Kindred Products,World Total,"100,831,093"
Hawaii,2015,312 Beverages & Tobacco Products,World Total,"51,174,928"
Hawaii,2015,313 Textiles & Fabrics,World Total,"13,681,044"
Hawaii,2015,314 Textile Mill Products,World Total,"21,769,141"
Hawaii,2015,315 Apparel & Accessories,World Total,"27,811,497"
Hawaii,2015,316 Leather & Allied Products,World Total,"37,993,527"
Hawaii,2015,321 Wood Products,World Total,"26,341,772"
Hawaii,2015,322 Paper,World Total,"17,581,539"
Hawaii,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"7,253,208"
Hawaii,2015,324 Petroleum & Coal Products,World Total,"271,215,995"
Hawaii,2015,325 Chemicals,World Total,"31,245,111"
Hawaii,2015,326 Plastics & Rubber Products,World Total,"44,006,842"
Hawaii,2015,327 Nonmetallic Mineral Products,World Total,"48,577,932"
Hawaii,2015,331 Primary Metal Mfg,World Total,"9,385,521"
Hawaii,2015,"332 Fabricated Metal Products, Nesoi",World Total,"54,443,514"
Hawaii,2015,"333 Machinery, Except Electrical",World Total,"46,465,070"
Hawaii,2015,334 Computer & Electronic Products,World Total,"83,610,681"
Hawaii,2015,"335 Electrical Equipment, Appliances & Components",World Total,"21,093,226"
Hawaii,2015,336 Transportation Equipment,World Total,"632,550,771"
Hawaii,2015,337 Furniture & Fixtures,World Total,"61,919,195"
Hawaii,2015,339 Miscellaneous Manufactured Commodities,World Total,"68,838,982"
Hawaii,2015,910 Waste And Scrap,World Total,"134,036"
Hawaii,2015,930 Used Or Second-hand Merchandise,World Total,"12,974,254"
Hawaii,2015,980 Goods Returned (exports For Canada Only),World Total,"99,185,759"
Hawaii,2015,990 Other Special Classification Provisions,World Total,"417,842"
Hawaii,2016,111 Agricultural Products,World Total,"18,751,341"
Hawaii,2016,112 Livestock & Livestock Products,World Total,"7,553,268"
Hawaii,2016,"113 Forestry Products, Nesoi",World Total,"103,935"
Hawaii,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"63,480,957"
Hawaii,2016,211 Oil & Gas,World Total,"1,383,495,610"
Hawaii,2016,212 Minerals & Ores,World Total,"59,687,479"
Hawaii,2016,311 Food & Kindred Products,World Total,"94,508,579"
Hawaii,2016,312 Beverages & Tobacco Products,World Total,"46,756,386"
Hawaii,2016,313 Textiles & Fabrics,World Total,"13,019,934"
Hawaii,2016,314 Textile Mill Products,World Total,"19,760,299"
Hawaii,2016,315 Apparel & Accessories,World Total,"27,940,039"
Hawaii,2016,316 Leather & Allied Products,World Total,"35,412,145"
Hawaii,2016,321 Wood Products,World Total,"35,713,740"
Hawaii,2016,322 Paper,World Total,"16,127,261"
Hawaii,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"7,877,498"
Hawaii,2016,324 Petroleum & Coal Products,World Total,"276,331,309"
Hawaii,2016,325 Chemicals,World Total,"21,313,753"
Hawaii,2016,326 Plastics & Rubber Products,World Total,"44,817,653"
Hawaii,2016,327 Nonmetallic Mineral Products,World Total,"54,839,236"
Hawaii,2016,331 Primary Metal Mfg,World Total,"6,797,314"
Hawaii,2016,"332 Fabricated Metal Products, Nesoi",World Total,"56,237,900"
Hawaii,2016,"333 Machinery, Except Electrical",World Total,"50,079,676"
Hawaii,2016,334 Computer & Electronic Products,World Total,"80,189,926"
Hawaii,2016,"335 Electrical Equipment, Appliances & Components",World Total,"27,177,631"
Hawaii,2016,336 Transportation Equipment,World Total,"271,507,012"
Hawaii,2016,337 Furniture & Fixtures,World Total,"82,283,126"
Hawaii,2016,339 Miscellaneous Manufactured Commodities,World Total,"69,605,250"
Hawaii,2016,910 Waste And Scrap,World Total,"1,320,920"
Hawaii,2016,930 Used Or Second-hand Merchandise,World Total,"7,431,977"
Hawaii,2016,980 Goods Returned (exports For Canada Only),World Total,"49,687,923"
Hawaii,2016,990 Other Special Classification Provisions,World Total,"639,993"
Hawaii,2017,111 Agricultural Products,World Total,"20,127,038"
Hawaii,2017,112 Livestock & Livestock Products,World Total,"14,070,074"
Hawaii,2017,"113 Forestry Products, Nesoi",World Total,"85,352"
Hawaii,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"59,587,313"
Hawaii,2017,211 Oil & Gas,World Total,"2,018,976,648"
Hawaii,2017,212 Minerals & Ores,World Total,"15,439,466"
Hawaii,2017,311 Food & Kindred Products,World Total,"95,989,449"
Hawaii,2017,312 Beverages & Tobacco Products,World Total,"48,570,001"
Hawaii,2017,313 Textiles & Fabrics,World Total,"12,787,285"
Hawaii,2017,314 Textile Mill Products,World Total,"18,906,498"
Hawaii,2017,315 Apparel & Accessories,World Total,"30,593,560"
Hawaii,2017,316 Leather & Allied Products,World Total,"35,843,305"
Hawaii,2017,321 Wood Products,World Total,"22,970,574"
Hawaii,2017,322 Paper,World Total,"16,937,164"
Hawaii,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"7,361,228"
Hawaii,2017,324 Petroleum & Coal Products,World Total,"352,377,764"
Hawaii,2017,325 Chemicals,World Total,"19,038,300"
Hawaii,2017,326 Plastics & Rubber Products,World Total,"46,780,583"
Hawaii,2017,327 Nonmetallic Mineral Products,World Total,"41,733,404"
Hawaii,2017,331 Primary Metal Mfg,World Total,"3,958,970"
Hawaii,2017,"332 Fabricated Metal Products, Nesoi",World Total,"40,389,955"
Hawaii,2017,"333 Machinery, Except Electrical",World Total,"40,649,709"
Hawaii,2017,334 Computer & Electronic Products,World Total,"73,158,689"
Hawaii,2017,"335 Electrical Equipment, Appliances & Components",World Total,"32,464,975"
Hawaii,2017,336 Transportation Equipment,World Total,"447,127,765"
Hawaii,2017,337 Furniture & Fixtures,World Total,"75,895,763"
Hawaii,2017,339 Miscellaneous Manufactured Commodities,World Total,"68,683,886"
Hawaii,2017,910 Waste And Scrap,World Total,"29,666"
Hawaii,2017,930 Used Or Second-hand Merchandise,World Total,"6,658,873"
Hawaii,2017,980 Goods Returned (exports For Canada Only),World Total,"141,306,494"
Hawaii,2017,990 Other Special Classification Provisions,World Total,"1,285,084"
Hawaii,2018,111 Agricultural Products,World Total,"20,609,295"
Hawaii,2018,112 Livestock & Livestock Products,World Total,"16,600,549"
Hawaii,2018,"113 Forestry Products, Nesoi",World Total,"178,870"
Hawaii,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"64,037,127"
Hawaii,2018,211 Oil & Gas,World Total,"2,332,149,792"
Hawaii,2018,212 Minerals & Ores,World Total,"14,485,936"
Hawaii,2018,311 Food & Kindred Products,World Total,"101,108,201"
Hawaii,2018,312 Beverages & Tobacco Products,World Total,"50,989,894"
Hawaii,2018,313 Textiles & Fabrics,World Total,"11,682,535"
Hawaii,2018,314 Textile Mill Products,World Total,"27,211,249"
Hawaii,2018,315 Apparel & Accessories,World Total,"40,128,791"
Hawaii,2018,316 Leather & Allied Products,World Total,"38,081,274"
Hawaii,2018,321 Wood Products,World Total,"23,544,812"
Hawaii,2018,322 Paper,World Total,"24,256,352"
Hawaii,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"6,813,035"
Hawaii,2018,324 Petroleum & Coal Products,World Total,"383,895,130"
Hawaii,2018,325 Chemicals,World Total,"18,870,837"
Hawaii,2018,326 Plastics & Rubber Products,World Total,"52,406,543"
Hawaii,2018,327 Nonmetallic Mineral Products,World Total,"42,442,965"
Hawaii,2018,331 Primary Metal Mfg,World Total,"4,868,972"
Hawaii,2018,"332 Fabricated Metal Products, Nesoi",World Total,"34,960,649"
Hawaii,2018,"333 Machinery, Except Electrical",World Total,"55,354,670"
Hawaii,2018,334 Computer & Electronic Products,World Total,"103,007,191"
Hawaii,2018,"335 Electrical Equipment, Appliances & Components",World Total,"58,130,003"
Hawaii,2018,336 Transportation Equipment,World Total,"697,622,532"
Hawaii,2018,337 Furniture & Fixtures,World Total,"74,860,891"
Hawaii,2018,339 Miscellaneous Manufactured Commodities,World Total,"70,884,482"
Hawaii,2018,910 Waste And Scrap,World Total,"4,657"
Hawaii,2018,930 Used Or Second-hand Merchandise,World Total,"4,194,053"
Hawaii,2018,980 Goods Returned (exports For Canada Only),World Total,"152,211,085"
Hawaii,2018,990 Other Special Classification Provisions,World Total,"406,042"
Idaho,2014,111 Agricultural Products,World Total,"89,704,480"
Idaho,2014,112 Livestock & Livestock Products,World Total,"13,046,967"
Idaho,2014,"113 Forestry Products, Nesoi",World Total,"1,650,391"
Idaho,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"790,188"
Idaho,2014,211 Oil & Gas,World Total,"24,226,369"
Idaho,2014,212 Minerals & Ores,World Total,"2,434,116"
Idaho,2014,311 Food & Kindred Products,World Total,"177,573,366"
Idaho,2014,312 Beverages & Tobacco Products,World Total,"26,877,283"
Idaho,2014,313 Textiles & Fabrics,World Total,"2,066,995"
Idaho,2014,314 Textile Mill Products,World Total,"10,676,624"
Idaho,2014,315 Apparel & Accessories,World Total,"77,583,577"
Idaho,2014,316 Leather & Allied Products,World Total,"22,770,389"
Idaho,2014,321 Wood Products,World Total,"135,271,149"
Idaho,2014,322 Paper,World Total,"75,928,463"
Idaho,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"1,444,344"
Idaho,2014,324 Petroleum & Coal Products,World Total,"43,983,843"
Idaho,2014,325 Chemicals,World Total,"215,008,128"
Idaho,2014,326 Plastics & Rubber Products,World Total,"67,091,701"
Idaho,2014,327 Nonmetallic Mineral Products,World Total,"16,924,192"
Idaho,2014,331 Primary Metal Mfg,World Total,"62,170,796"
Idaho,2014,"332 Fabricated Metal Products, Nesoi",World Total,"46,639,978"
Idaho,2014,"333 Machinery, Except Electrical",World Total,"543,827,208"
Idaho,2014,334 Computer & Electronic Products,World Total,"3,559,791,723"
Idaho,2014,"335 Electrical Equipment, Appliances & Components",World Total,"141,370,256"
Idaho,2014,336 Transportation Equipment,World Total,"135,822,041"
Idaho,2014,337 Furniture & Fixtures,World Total,"12,385,746"
Idaho,2014,339 Miscellaneous Manufactured Commodities,World Total,"48,159,625"
Idaho,2014,910 Waste And Scrap,World Total,"3,231,195"
Idaho,2014,930 Used Or Second-hand Merchandise,World Total,"6,334,001"
Idaho,2014,980 Goods Returned (exports For Canada Only),World Total,"128,726,659"
Idaho,2014,990 Other Special Classification Provisions,World Total,"2,085,380"
Idaho,2015,111 Agricultural Products,World Total,"105,601,658"
Idaho,2015,112 Livestock & Livestock Products,World Total,"14,179,754"
Idaho,2015,"113 Forestry Products, Nesoi",World Total,"1,971,642"
Idaho,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"1,548,950"
Idaho,2015,211 Oil & Gas,World Total,"9,779,877"
Idaho,2015,212 Minerals & Ores,World Total,"2,905,744"
Idaho,2015,311 Food & Kindred Products,World Total,"184,733,712"
Idaho,2015,312 Beverages & Tobacco Products,World Total,"17,386,488"
Idaho,2015,313 Textiles & Fabrics,World Total,"3,638,122"
Idaho,2015,314 Textile Mill Products,World Total,"11,933,002"
Idaho,2015,315 Apparel & Accessories,World Total,"37,057,056"
Idaho,2015,316 Leather & Allied Products,World Total,"29,206,982"
Idaho,2015,321 Wood Products,World Total,"135,598,973"
Idaho,2015,322 Paper,World Total,"68,260,702"
Idaho,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"2,218,103"
Idaho,2015,324 Petroleum & Coal Products,World Total,"30,795,159"
Idaho,2015,325 Chemicals,World Total,"213,131,633"
Idaho,2015,326 Plastics & Rubber Products,World Total,"75,962,794"
Idaho,2015,327 Nonmetallic Mineral Products,World Total,"18,689,100"
Idaho,2015,331 Primary Metal Mfg,World Total,"75,577,731"
Idaho,2015,"332 Fabricated Metal Products, Nesoi",World Total,"45,729,952"
Idaho,2015,"333 Machinery, Except Electrical",World Total,"610,488,545"
Idaho,2015,334 Computer & Electronic Products,World Total,"2,937,646,035"
Idaho,2015,"335 Electrical Equipment, Appliances & Components",World Total,"116,930,164"
Idaho,2015,336 Transportation Equipment,World Total,"191,539,162"
Idaho,2015,337 Furniture & Fixtures,World Total,"13,789,348"
Idaho,2015,339 Miscellaneous Manufactured Commodities,World Total,"51,972,164"
Idaho,2015,910 Waste And Scrap,World Total,"1,110,582"
Idaho,2015,930 Used Or Second-hand Merchandise,World Total,"6,630,460"
Idaho,2015,980 Goods Returned (exports For Canada Only),World Total,"147,394,884"
Idaho,2015,990 Other Special Classification Provisions,World Total,"2,226,090"
Idaho,2016,111 Agricultural Products,World Total,"110,811,043"
Idaho,2016,112 Livestock & Livestock Products,World Total,"14,597,773"
Idaho,2016,"113 Forestry Products, Nesoi",World Total,"6,844,515"
Idaho,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"3,842,482"
Idaho,2016,211 Oil & Gas,World Total,"8,800,268"
Idaho,2016,212 Minerals & Ores,World Total,"14,381,574"
Idaho,2016,311 Food & Kindred Products,World Total,"251,284,991"
Idaho,2016,312 Beverages & Tobacco Products,World Total,"13,190,858"
Idaho,2016,313 Textiles & Fabrics,World Total,"5,606,621"
Idaho,2016,314 Textile Mill Products,World Total,"13,560,633"
Idaho,2016,315 Apparel & Accessories,World Total,"28,011,894"
Idaho,2016,316 Leather & Allied Products,World Total,"23,242,701"
Idaho,2016,321 Wood Products,World Total,"225,626,482"
Idaho,2016,322 Paper,World Total,"66,920,600"
Idaho,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"2,903,832"
Idaho,2016,324 Petroleum & Coal Products,World Total,"63,329,047"
Idaho,2016,325 Chemicals,World Total,"232,356,531"
Idaho,2016,326 Plastics & Rubber Products,World Total,"94,655,044"
Idaho,2016,327 Nonmetallic Mineral Products,World Total,"15,011,368"
Idaho,2016,331 Primary Metal Mfg,World Total,"59,762,211"
Idaho,2016,"332 Fabricated Metal Products, Nesoi",World Total,"75,762,617"
Idaho,2016,"333 Machinery, Except Electrical",World Total,"480,518,126"
Idaho,2016,334 Computer & Electronic Products,World Total,"2,173,072,733"
Idaho,2016,"335 Electrical Equipment, Appliances & Components",World Total,"103,932,501"
Idaho,2016,336 Transportation Equipment,World Total,"126,132,099"
Idaho,2016,337 Furniture & Fixtures,World Total,"22,649,062"
Idaho,2016,339 Miscellaneous Manufactured Commodities,World Total,"66,245,226"
Idaho,2016,910 Waste And Scrap,World Total,"3,099,096"
Idaho,2016,930 Used Or Second-hand Merchandise,World Total,"7,185,889"
Idaho,2016,980 Goods Returned (exports For Canada Only),World Total,"169,927,737"
Idaho,2016,990 Other Special Classification Provisions,World Total,"10,280,627"
Idaho,2017,111 Agricultural Products,World Total,"113,618,661"
Idaho,2017,112 Livestock & Livestock Products,World Total,"15,560,064"
Idaho,2017,"113 Forestry Products, Nesoi",World Total,"2,234,772"
Idaho,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"5,228,562"
Idaho,2017,211 Oil & Gas,World Total,"19,043,593"
Idaho,2017,212 Minerals & Ores,World Total,"54,247,206"
Idaho,2017,311 Food & Kindred Products,World Total,"243,635,126"
Idaho,2017,312 Beverages & Tobacco Products,World Total,"17,136,012"
Idaho,2017,313 Textiles & Fabrics,World Total,"5,737,097"
Idaho,2017,314 Textile Mill Products,World Total,"11,592,925"
Idaho,2017,315 Apparel & Accessories,World Total,"29,805,193"
Idaho,2017,316 Leather & Allied Products,World Total,"18,151,444"
Idaho,2017,321 Wood Products,World Total,"206,521,176"
Idaho,2017,322 Paper,World Total,"63,001,188"
Idaho,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"4,164,075"
Idaho,2017,324 Petroleum & Coal Products,World Total,"116,585,016"
Idaho,2017,325 Chemicals,World Total,"189,956,767"
Idaho,2017,326 Plastics & Rubber Products,World Total,"109,498,833"
Idaho,2017,327 Nonmetallic Mineral Products,World Total,"14,499,858"
Idaho,2017,331 Primary Metal Mfg,World Total,"48,349,352"
Idaho,2017,"332 Fabricated Metal Products, Nesoi",World Total,"53,525,627"
Idaho,2017,"333 Machinery, Except Electrical",World Total,"342,868,933"
Idaho,2017,334 Computer & Electronic Products,World Total,"3,429,142,423"
Idaho,2017,"335 Electrical Equipment, Appliances & Components",World Total,"106,809,941"
Idaho,2017,336 Transportation Equipment,World Total,"133,812,588"
Idaho,2017,337 Furniture & Fixtures,World Total,"23,135,438"
Idaho,2017,339 Miscellaneous Manufactured Commodities,World Total,"65,566,003"
Idaho,2017,910 Waste And Scrap,World Total,"4,277,626"
Idaho,2017,930 Used Or Second-hand Merchandise,World Total,"3,982,578"
Idaho,2017,980 Goods Returned (exports For Canada Only),World Total,"189,169,571"
Idaho,2017,990 Other Special Classification Provisions,World Total,"3,549,073"
Idaho,2018,111 Agricultural Products,World Total,"108,875,753"
Idaho,2018,112 Livestock & Livestock Products,World Total,"17,268,747"
Idaho,2018,"113 Forestry Products, Nesoi",World Total,"2,749,966"
Idaho,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"4,306,965"
Idaho,2018,211 Oil & Gas,World Total,"21,542,492"
Idaho,2018,212 Minerals & Ores,World Total,"78,915,570"
Idaho,2018,311 Food & Kindred Products,World Total,"247,279,962"
Idaho,2018,312 Beverages & Tobacco Products,World Total,"17,063,654"
Idaho,2018,313 Textiles & Fabrics,World Total,"4,390,639"
Idaho,2018,314 Textile Mill Products,World Total,"13,584,672"
Idaho,2018,315 Apparel & Accessories,World Total,"27,790,780"
Idaho,2018,316 Leather & Allied Products,World Total,"15,568,604"
Idaho,2018,321 Wood Products,World Total,"205,289,652"
Idaho,2018,322 Paper,World Total,"74,210,266"
Idaho,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"3,025,718"
Idaho,2018,324 Petroleum & Coal Products,World Total,"173,660,375"
Idaho,2018,325 Chemicals,World Total,"150,726,701"
Idaho,2018,326 Plastics & Rubber Products,World Total,"98,701,307"
Idaho,2018,327 Nonmetallic Mineral Products,World Total,"16,314,873"
Idaho,2018,331 Primary Metal Mfg,World Total,"96,041,001"
Idaho,2018,"332 Fabricated Metal Products, Nesoi",World Total,"62,923,662"
Idaho,2018,"333 Machinery, Except Electrical",World Total,"499,408,915"
Idaho,2018,334 Computer & Electronic Products,World Total,"4,348,037,325"
Idaho,2018,"335 Electrical Equipment, Appliances & Components",World Total,"106,609,712"
Idaho,2018,336 Transportation Equipment,World Total,"149,910,837"
Idaho,2018,337 Furniture & Fixtures,World Total,"37,856,649"
Idaho,2018,339 Miscellaneous Manufactured Commodities,World Total,"65,045,152"
Idaho,2018,910 Waste And Scrap,World Total,"6,271,679"
Idaho,2018,930 Used Or Second-hand Merchandise,World Total,"2,585,692"
Idaho,2018,980 Goods Returned (exports For Canada Only),World Total,"219,674,717"
Idaho,2018,990 Other Special Classification Provisions,World Total,"4,905,079"
Illinois,2014,111 Agricultural Products,World Total,"647,982,537"
Illinois,2014,112 Livestock & Livestock Products,World Total,"72,362,217"
Illinois,2014,"113 Forestry Products, Nesoi",World Total,"180,174,257"
Illinois,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"943,694,649"
Illinois,2014,211 Oil & Gas,World Total,"35,137,134,096"
Illinois,2014,212 Minerals & Ores,World Total,"526,315,750"
Illinois,2014,311 Food & Kindred Products,World Total,"4,452,642,389"
Illinois,2014,312 Beverages & Tobacco Products,World Total,"2,523,941,922"
Illinois,2014,313 Textiles & Fabrics,World Total,"292,425,162"
Illinois,2014,314 Textile Mill Products,World Total,"700,570,777"
Illinois,2014,315 Apparel & Accessories,World Total,"679,372,859"
Illinois,2014,316 Leather & Allied Products,World Total,"382,311,848"
Illinois,2014,321 Wood Products,World Total,"626,642,697"
Illinois,2014,322 Paper,World Total,"1,273,787,753"
Illinois,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"295,609,514"
Illinois,2014,324 Petroleum & Coal Products,World Total,"260,952,439"
Illinois,2014,325 Chemicals,World Total,"13,363,055,790"
Illinois,2014,326 Plastics & Rubber Products,World Total,"3,083,417,284"
Illinois,2014,327 Nonmetallic Mineral Products,World Total,"978,749,512"
Illinois,2014,331 Primary Metal Mfg,World Total,"5,913,384,386"
Illinois,2014,"332 Fabricated Metal Products, Nesoi",World Total,"4,628,236,661"
Illinois,2014,"333 Machinery, Except Electrical",World Total,"12,660,651,208"
Illinois,2014,334 Computer & Electronic Products,World Total,"25,375,442,533"
Illinois,2014,"335 Electrical Equipment, Appliances & Components",World Total,"7,880,693,999"
Illinois,2014,336 Transportation Equipment,World Total,"7,973,668,408"
Illinois,2014,337 Furniture & Fixtures,World Total,"1,235,292,538"
Illinois,2014,339 Miscellaneous Manufactured Commodities,World Total,"5,572,044,453"
Illinois,2014,910 Waste And Scrap,World Total,"142,134,057"
Illinois,2014,930 Used Or Second-hand Merchandise,World Total,"98,906,583"
Illinois,2014,980 Goods Returned (exports For Canada Only),World Total,"2,419,821,191"
Illinois,2014,990 Other Special Classification Provisions,World Total,"41,146,750"
Illinois,2015,111 Agricultural Products,World Total,"530,704,038"
Illinois,2015,112 Livestock & Livestock Products,World Total,"84,921,700"
Illinois,2015,"113 Forestry Products, Nesoi",World Total,"177,530,692"
Illinois,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"732,092,945"
Illinois,2015,211 Oil & Gas,World Total,"19,565,704,855"
Illinois,2015,212 Minerals & Ores,World Total,"433,863,053"
Illinois,2015,311 Food & Kindred Products,World Total,"4,882,405,042"
Illinois,2015,312 Beverages & Tobacco Products,World Total,"2,754,384,755"
Illinois,2015,313 Textiles & Fabrics,World Total,"261,897,693"
Illinois,2015,314 Textile Mill Products,World Total,"816,963,102"
Illinois,2015,315 Apparel & Accessories,World Total,"732,472,115"
Illinois,2015,316 Leather & Allied Products,World Total,"392,469,580"
Illinois,2015,321 Wood Products,World Total,"654,526,725"
Illinois,2015,322 Paper,World Total,"1,260,744,410"
Illinois,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"379,426,918"
Illinois,2015,324 Petroleum & Coal Products,World Total,"167,929,018"
Illinois,2015,325 Chemicals,World Total,"11,602,646,063"
Illinois,2015,326 Plastics & Rubber Products,World Total,"3,159,084,343"
Illinois,2015,327 Nonmetallic Mineral Products,World Total,"948,946,418"
Illinois,2015,331 Primary Metal Mfg,World Total,"4,980,830,227"
Illinois,2015,"332 Fabricated Metal Products, Nesoi",World Total,"4,557,847,764"
Illinois,2015,"333 Machinery, Except Electrical",World Total,"11,042,114,008"
Illinois,2015,334 Computer & Electronic Products,World Total,"26,037,677,251"
Illinois,2015,"335 Electrical Equipment, Appliances & Components",World Total,"7,701,291,391"
Illinois,2015,336 Transportation Equipment,World Total,"7,408,662,024"
Illinois,2015,337 Furniture & Fixtures,World Total,"1,454,635,657"
Illinois,2015,339 Miscellaneous Manufactured Commodities,World Total,"5,811,246,198"
Illinois,2015,910 Waste And Scrap,World Total,"96,732,951"
Illinois,2015,930 Used Or Second-hand Merchandise,World Total,"198,518,087"
Illinois,2015,980 Goods Returned (exports For Canada Only),World Total,"2,385,513,189"
Illinois,2015,990 Other Special Classification Provisions,World Total,"94,505,503"
Illinois,2016,111 Agricultural Products,World Total,"426,971,972"
Illinois,2016,112 Livestock & Livestock Products,World Total,"93,833,443"
Illinois,2016,"113 Forestry Products, Nesoi",World Total,"148,395,613"
Illinois,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"744,706,850"
Illinois,2016,211 Oil & Gas,World Total,"15,166,131,651"
Illinois,2016,212 Minerals & Ores,World Total,"360,747,539"
Illinois,2016,311 Food & Kindred Products,World Total,"4,567,382,583"
Illinois,2016,312 Beverages & Tobacco Products,World Total,"3,059,405,507"
Illinois,2016,313 Textiles & Fabrics,World Total,"268,501,624"
Illinois,2016,314 Textile Mill Products,World Total,"762,964,518"
Illinois,2016,315 Apparel & Accessories,World Total,"830,976,845"
Illinois,2016,316 Leather & Allied Products,World Total,"381,931,074"
Illinois,2016,321 Wood Products,World Total,"665,116,714"
Illinois,2016,322 Paper,World Total,"1,245,407,049"
Illinois,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"391,808,480"
Illinois,2016,324 Petroleum & Coal Products,World Total,"127,323,130"
Illinois,2016,325 Chemicals,World Total,"10,403,449,078"
Illinois,2016,326 Plastics & Rubber Products,World Total,"3,339,433,110"
Illinois,2016,327 Nonmetallic Mineral Products,World Total,"894,755,325"
Illinois,2016,331 Primary Metal Mfg,World Total,"4,025,828,992"
Illinois,2016,"332 Fabricated Metal Products, Nesoi",World Total,"4,370,787,060"
Illinois,2016,"333 Machinery, Except Electrical",World Total,"11,001,079,730"
Illinois,2016,334 Computer & Electronic Products,World Total,"26,831,006,718"
Illinois,2016,"335 Electrical Equipment, Appliances & Components",World Total,"7,733,987,878"
Illinois,2016,336 Transportation Equipment,World Total,"12,618,396,581"
Illinois,2016,337 Furniture & Fixtures,World Total,"1,538,287,979"
Illinois,2016,339 Miscellaneous Manufactured Commodities,World Total,"5,774,126,124"
Illinois,2016,910 Waste And Scrap,World Total,"76,155,302"
Illinois,2016,930 Used Or Second-hand Merchandise,World Total,"114,969,786"
Illinois,2016,980 Goods Returned (exports For Canada Only),World Total,"3,471,771,274"
Illinois,2016,990 Other Special Classification Provisions,World Total,"56,348,708"
Illinois,2017,111 Agricultural Products,World Total,"505,879,816"
Illinois,2017,112 Livestock & Livestock Products,World Total,"113,886,816"
Illinois,2017,"113 Forestry Products, Nesoi",World Total,"178,536,416"
Illinois,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"771,911,282"
Illinois,2017,211 Oil & Gas,World Total,"21,530,186,591"
Illinois,2017,212 Minerals & Ores,World Total,"290,119,468"
Illinois,2017,311 Food & Kindred Products,World Total,"4,509,908,586"
Illinois,2017,312 Beverages & Tobacco Products,World Total,"3,538,008,223"
Illinois,2017,313 Textiles & Fabrics,World Total,"254,421,174"
Illinois,2017,314 Textile Mill Products,World Total,"780,600,233"
Illinois,2017,315 Apparel & Accessories,World Total,"925,110,775"
Illinois,2017,316 Leather & Allied Products,World Total,"408,891,472"
Illinois,2017,321 Wood Products,World Total,"733,834,998"
Illinois,2017,322 Paper,World Total,"1,304,486,773"
Illinois,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"362,018,734"
Illinois,2017,324 Petroleum & Coal Products,World Total,"155,659,725"
Illinois,2017,325 Chemicals,World Total,"11,664,782,686"
Illinois,2017,326 Plastics & Rubber Products,World Total,"3,688,852,491"
Illinois,2017,327 Nonmetallic Mineral Products,World Total,"972,373,201"
Illinois,2017,331 Primary Metal Mfg,World Total,"5,073,237,042"
Illinois,2017,"332 Fabricated Metal Products, Nesoi",World Total,"4,518,566,641"
Illinois,2017,"333 Machinery, Except Electrical",World Total,"12,209,515,074"
Illinois,2017,334 Computer & Electronic Products,World Total,"27,564,667,545"
Illinois,2017,"335 Electrical Equipment, Appliances & Components",World Total,"8,348,927,864"
Illinois,2017,336 Transportation Equipment,World Total,"14,885,743,671"
Illinois,2017,337 Furniture & Fixtures,World Total,"1,717,758,460"
Illinois,2017,339 Miscellaneous Manufactured Commodities,World Total,"5,637,316,972"
Illinois,2017,910 Waste And Scrap,World Total,"106,938,719"
Illinois,2017,930 Used Or Second-hand Merchandise,World Total,"193,214,708"
Illinois,2017,980 Goods Returned (exports For Canada Only),World Total,"3,079,556,688"
Illinois,2017,990 Other Special Classification Provisions,World Total,"73,956,373"
Illinois,2018,111 Agricultural Products,World Total,"611,980,589"
